model,keypad,row,physical_key,access,prefix_color,function,description,keyboard_printed_page,keyboard_pdf_page,function_printed_pages,function_pdf_pages,manual_pdf
HP-48G,,8,−,none,,−,subtract,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,8,−,left,purple,«  »,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,8,−,right,green,"""  """,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,ON,none,,ON,power on/off,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,ON,left,purple,CONT,resume a halted program,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,ON,right,green,OFF,power on/off,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,0,none,,0,digit 0,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,0,left,purple,=,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,0,right,green,→,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,. (decimal),none,,. (decimal),,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,. (decimal),left,purple,", (comma)",,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,. (decimal),right,green,↵ (newline),,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,SPC,none,,SPC,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,SPC,left,purple,π,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,SPC,right,green,∡ (angle),,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,+,none,,+,add two objects,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,+,left,purple,{ },,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-48G,,9,+,right,green,::,,1–4; 1–6; 12–1,18–21; 143–144,,480–537,hp/manuals/HP-48G.pdf
HP-49G,,1,F1,none,,F1,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F1,left,,Y=,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F1,alpha,,A,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F2,none,,F2,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F2,left,,WIN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F2,alpha,,B,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F3,none,,F3,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F3,left,,GRAPH,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F3,alpha,,C,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F4,none,,F4,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F4,left,,2D/3D,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F4,alpha,,D,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F5,none,,F5,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F5,left,,TBLSET,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F5,alpha,,E,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F6,none,,F6,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F6,left,,TABLE,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,1,F6,alpha,,F,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,APPS,none,,APPS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,APPS,left,,FILES,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,APPS,right,,BEGIN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,APPS,alpha,,G,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,MODE,none,,MODE,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,MODE,left,,CUSTOM,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,MODE,right,,END,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,MODE,alpha,,H,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,TOOL,none,,TOOL,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,TOOL,left,,i,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,TOOL,right,,\,(WHERE),,3,,,hp/manuals/HP-49G.pdf
HP-49G,,2,▲ (up),none,,▲ (up),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,VAR,none,,VAR,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,VAR,left,,UPDIR,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,VAR,right,,COPY,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,VAR,alpha,,J,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,STO▶,none,,STO▶,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,STO▶,left,,RCL,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,STO▶,right,,CUT,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,STO▶,alpha,,K,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,NXT,none,,NXT,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,NXT,left,,PREV,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,NXT,right,,PASTE,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,NXT,alpha,,L,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,3,◄ (left) / ► (right),none,,◄ (left) / ► (right),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,HIST,none,,HIST,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,HIST,left,,CMD,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,HIST,right,,UNDO,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,HIST,alpha,,M,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,Cα,none,,Cα,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,Cα,left,,PRG,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,Cα,right,,CHARS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,Cα,alpha,,N,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,EQW,none,,EQW,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,EQW,left,,MTRW,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,EQW,right,,′ (tick),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,EQW,alpha,,O,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,SYMB,none,,SYMB,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,SYMB,left,,MTH,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,SYMB,right,,EVAL,evaluate an object,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,SYMB,alpha,,P,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,← (backspace),none,,← (backspace),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,← (backspace),left,,DEL,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,← (backspace),right,,CLEAR,empty the stack,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,4,▼ (down),none,,▼ (down),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,yˣ,none,,yˣ,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,yˣ,left,,eˣ,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,yˣ,right,,LN,natural logarithm,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,yˣ,alpha,,Q,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,√x,none,,√x,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,√x,left,,x²,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,√x,right,,ˣ√y,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,√x,alpha,,R,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,SIN,none,,SIN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,SIN,left,,ASIN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,SIN,right,,Σ,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,SIN,alpha,,S,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,COS,none,,COS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,COS,left,,ACOS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,COS,right,,∂,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,COS,alpha,,T,percent of total,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,TAN,none,,TAN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,TAN,left,,ATAN,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,TAN,right,,∫,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,5,TAN,alpha,,U,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,EEX,none,,EEX,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,EEX,left,,10ˣ,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,EEX,right,,LOG,base-10 logarithm,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,EEX,alpha,,V,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,+/−,none,,+/−,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,+/−,left,,≠,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,+/−,right,,=,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,+/−,alpha,,W,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,X,none,,X,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,X,left,,≤,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,X,right,,<,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,X,alpha,,X,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,1/x,none,,1/x,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,1/x,left,,≥,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,1/x,right,,>,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,1/x,alpha,,Y,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,÷,none,,÷,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,÷,left,,ABS,absolute value/magnitude,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,÷,right,,ARG,polar angle,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,6,÷,alpha,,Z,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,ALPHA,none,,ALPHA,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,ALPHA,left,,USER,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,ALPHA,right,,ENTRY,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,7,none,,7,digit 7,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,7,left,,S.SLV,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,7,right,,NUM.SLV,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,8,none,,8,digit 8,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,8,left,,EXP&LN,rewrite using exp and ln,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,8,right,,TRIG,simplify with trig identities,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,9,none,,9,digit 9,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,9,left,,FINANCE,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,9,right,,TIME,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,×,none,,×,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,×,left,,[ ],,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,7,×,right,,"""  """,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,← (left-shift key),none,,← (left-shift key),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,4,none,,4,digit 4,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,4,left,,CALC,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,4,right,,ALG,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,5,none,,5,digit 5,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,5,left,,MATRICES,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,5,right,,STAT,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,6,none,,6,digit 6,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,6,left,,CONVERT,convert compatible units,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,6,right,,UNITS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,−,none,,−,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,−,left,,( ),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,8,−,right,,_ (underscore),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,→ (right-shift key),none,,→ (right-shift key),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,1,none,,1,digit 1,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,1,left,,ARITH,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,1,right,,CMPLX,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,2,none,,2,digit 2,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,2,left,,DEF,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,2,right,,LIB,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,3,none,,3,digit 3,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,3,left,,#,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,3,right,,BASE,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,+,none,,+,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,+,left,,{ },,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,9,+,right,,«  »,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ON,none,,ON,power on/off,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ON,left,,CONT,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ON,right,,OFF,power on/off,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,0,none,,0,digit 0,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,0,left,,∞,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,0,right,,→,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,. (decimal),none,,. (decimal),,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,. (decimal),left,,::,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,. (decimal),right,,↵,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,SPC,none,,SPC,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,SPC,left,,π,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,SPC,right,,", (comma)",,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ENTER,none,,ENTER,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ENTER,left,,ANS,,,3,,,hp/manuals/HP-49G.pdf
HP-49G,,10,ENTER,right,,→NUM,evaluate numerically,,3,,,hp/manuals/HP-49G.pdf
HP-50g,,1,F1,none,,F1,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F1,left,white,Y=,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F1,alpha,,A,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F2,none,,F2,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F2,left,white,WIN,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F2,alpha,,B,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F3,none,,F3,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F3,left,white,GRAPH,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F3,alpha,,C,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F4,none,,F4,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F4,left,white,2D/3D,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F4,alpha,,D,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F5,none,,F5,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F5,left,white,TBLSET,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F5,alpha,,E,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F6,none,,F6,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F6,left,white,TABLE,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,1,F6,alpha,,F,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,APPS,none,,APPS,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,APPS,left,white,FILES,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,APPS,right,orange,BEGIN,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,APPS,alpha,,G,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,MODE,none,,MODE,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,MODE,left,white,CUSTOM,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,MODE,right,orange,END,close a control structure,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,MODE,alpha,,H,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,TOOL,none,,TOOL,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,TOOL,left,white,i,imaginary unit constant,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,TOOL,right,orange,\,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,▲ (up),none,,▲ (up),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,◄ (left),none,,◄ (left),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,2,► (right),none,,► (right),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,VAR,none,,VAR,variance of columns,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,VAR,left,white,UPDIR,move to parent directory,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,VAR,right,orange,COPY,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,VAR,alpha,,J,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,STO▸,none,,STO▸,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,STO▸,left,white,RCL,recall a variable's contents,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,STO▸,right,orange,CUT,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,STO▸,alpha,,K,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,NXT,none,,NXT,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,NXT,left,white,PREV,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,NXT,right,orange,PASTE,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,NXT,alpha,,L,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,3,▼ (down),none,,▼ (down),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,HIST,none,,HIST,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,HIST,left,white,CMD,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,HIST,right,orange,UNDO,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,HIST,alpha,,M,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,EVAL,none,,EVAL,evaluate an object,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,EVAL,left,white,PRG,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,EVAL,right,orange,CHARS,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,EVAL,alpha,,N,number of data rows,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,' (tick),none,,' (tick),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,' (tick),left,white,MTRW,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,' (tick),right,orange,EQW,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,' (tick),alpha,,O,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,SYMB,none,,SYMB,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,SYMB,left,white,MTH,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,SYMB,right,orange,CAT,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,SYMB,alpha,,P,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,← (backspace),none,,← (backspace),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,← (backspace),left,white,DEL,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,4,← (backspace),right,orange,CLEAR,clear the entire stack,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,yˣ,none,,yˣ,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,yˣ,left,white,eˣ,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,yˣ,right,orange,LN,natural logarithm,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,yˣ,alpha,,Q,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,√x,none,,√x,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,√x,left,white,x²,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,√x,right,orange,ˣ√y,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,√x,alpha,,R,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,SIN,none,,SIN,sine,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,SIN,left,white,ASIN,arc sine,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,SIN,right,orange,Σ,symbolic summation antidifference,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,SIN,alpha,,S,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,COS,none,,COS,cosine,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,COS,left,white,ACOS,arc cosine,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,COS,right,orange,∂,partial derivative operator,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,COS,alpha,,T,percent total,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,TAN,none,,TAN,tangent,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,TAN,left,white,ATAN,arc tangent,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,TAN,right,orange,∫,definite/indefinite integral operator,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,5,TAN,alpha,,U,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,EEX,none,,EEX,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,EEX,left,white,10ˣ,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,EEX,right,orange,LOG,base-10 logarithm,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,EEX,alpha,,V,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,+/−,none,,+/−,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,+/−,left,white,≠,inequality test,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,+/−,right,orange,=,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,+/−,alpha,,W,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,X,none,,X,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,X,left,white,≤,less than or equal,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,X,right,orange,<,less than,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,X,alpha,,X,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,1/X,none,,1/X,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,1/X,left,white,≥,greater than or equal,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,1/X,right,orange,>,greater than,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,1/X,alpha,,Y,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,÷,none,,÷,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,÷,left,white,ABS,absolute value or magnitude,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,÷,right,orange,ARG,argument (phase angle),1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,6,÷,alpha,,Z,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,ALPHA,none,,ALPHA,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,ALPHA,left,white,USER,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,ALPHA,right,orange,ENTRY,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,7,none,,7,digit 7,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,7,left,white,S.SLV,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,7,right,orange,NUM.SLV,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,8,none,,8,digit 8,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,8,left,white,EXP&LN,rewrite using exp and ln,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,8,right,orange,TRIG,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,9,none,,9,digit 9,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,9,left,white,FINANCE,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,9,right,orange,TIME,current system time,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,×,none,,×,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,×,left,white,[ ],,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,7,×,right,orange,""" """,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,← (left-shift key),none,,← (left-shift key),,1–11,40,,,hp/manuals/HP-50g.pdf
